sys_time,timestamp,duration,x,y,z,rx,ry,rz,dz,total_dz,speed_mmin
2026-01-08T08:21:18.761573Z,2026-01-08T08:21:18.761573Z,,1815.83,379.172,-22.282,-179.412,-0.228,59.361,,,1.693
2026-01-08T08:21:18.781573Z,2026-01-08T08:21:18.781573Z,,1815.646,379.784,-22.25,-179.431,-0.217,59.388,,,1.69
2026-01-08T08:21:18.801573Z,2026-01-08T08:21:18.801573Z,,1815.283,379.456,-22.016,-179.418,-0.137,59.457,,,1.552
2026-01-08T08:21:18.821573Z,2026-01-08T08:21:18.821573Z,,1815.82,379.665,-22.283,-179.385,-0.201,59.418,,,1.615
2026-01-08T08:21:18.841573Z,2026-01-08T08:21:18.841573Z,,1815.629,379.786,-22.028,-179.462,-0.127,59.391,,,1.562
2026-01-08T08:21:18.861573Z,2026-01-08T08:21:18.861573Z,,1815.107,379.796,-22.715,-179.401,-0.046,59.333,,,1.595
2026-01-08T08:21:18.881573Z,2026-01-08T08:21:18.881573Z,,1815.305,379.042,-22.731,-179.447,-0.071,59.319,,,1.558
2026-01-08T08:21:18.901573Z,2026-01-08T08:21:18.901573Z,,1815.628,379.802,-22.09,-179.344,-0.158,59.478,,,1.559
2026-01-08T08:21:18.921573Z,2026-01-08T08:21:18.921573Z,,1815.49,379.25,-22.41,-179.393,-0.09,59.347,,,1.541
2026-01-08T08:21:18.941573Z,2026-01-08T08:21:18.941573Z,,1815.507,379.605,-22.819,-179.37,-0.222,59.403,,,1.553
2026-01-08T08:21:18.961573Z,2026-01-08T08:21:18.961573Z,,1815.683,379.991,-22.581,-179.446,-0.144,59.36,,,1.512
2026-01-08T08:21:18.981573Z,2026-01-08T08:21:18.981573Z,,1815.466,379.88,-22.914,-179.463,-0.144,59.395,,,1.576
2026-01-08T08:21:19.001573Z,2026-01-08T08:21:19.001573Z,,1815.603,379.622,-22.509,-179.339,-0.191,59.446,,,1.687
2026-01-08T08:21:19.021573Z,2026-01-08T08:21:19.021573Z,,1815.341,379.578,-22.054,-179.28,-0.181,59.369,,,1.56
2026-01-08T08:21:19.041573Z,2026-01-08T08:21:19.041573Z,,1815.301,379.258,-22.602,-179.472,-0.087,59.304,,,1.662
2026-01-08T08:21:19.061573Z,2026-01-08T08:21:19.061573Z,,1815.73,379.135,-22.143,-179.411,-0.143,59.437,,,1.582
2026-01-08T08:21:19.081573Z,2026-01-08T08:21:19.081573Z,,1815.536,379.27,-22.481,-179.336,-0.174,59.303,,,1.509
2026-01-08T08:21:19.101573Z,2026-01-08T08:21:19.101573Z,,1815.275,379.834,-22.6,-179.478,-0.119,59.458,,,1.564
2026-01-08T08:21:19.121573Z,2026-01-08T08:21:19.121573Z,,1815.594,379.082,-22.774,-179.439,-0.19,59.375,,,1.639
2026-01-08T08:21:19.141573Z,2026-01-08T08:21:19.141573Z,,1815.455,379.631,-22.907,-179.341,-0.034,59.323,,,1.57
2026-01-08T08:21:19.161573Z,2026-01-08T08:21:19.161573Z,,1815.411,379.817,-22.676,-179.423,-0.178,59.408,,,1.535
2026-01-08T08:21:19.181573Z,2026-01-08T08:21:19.181573Z,,1815.419,379.401,-22.76,-179.415,-0.085,59.443,,,1.518
2026-01-08T08:21:19.201573Z,2026-01-08T08:21:19.201573Z,,1815.52,379.116,-22.159,-179.43,-0.031,59.324,,,1.53
2026-01-08T08:21:19.221573Z,2026-01-08T08:21:19.221573Z,,1815.136,379.323,-22.371,-179.339,-0.071,59.429,,,1.549
2026-01-08T08:21:19.241573Z,2026-01-08T08:21:19.241573Z,,1815.768,379.819,-22.629,-179.364,-0.097,59.485,,,1.503
2026-01-08T08:21:19.261573Z,2026-01-08T08:21:19.261573Z,,1815.19,379.49,-22.891,-179.396,-0.178,59.383,,,1.594
2026-01-08T08:21:19.281573Z,2026-01-08T08:21:19.281573Z,,1815.339,379.291,-22.108,-179.478,-0.173,59.414,,,1.622
2026-01-08T08:21:19.301573Z,2026-01-08T08:21:19.301573Z,,1815.172,379.46,-22.806,-179.292,-0.169,59.408,,,1.628
2026-01-08T08:21:19.321573Z,2026-01-08T08:21:19.321573Z,,1815.028,379.659,-22.34,-179.32,-0.065,59.469,,,1.6
2026-01-08T08:21:19.341573Z,2026-01-08T08:21:19.341573Z,,1815.307,379.572,-22.322,-179.326,-0.106,59.411,,,1.507
2026-01-08T08:21:19.361573Z,2026-01-08T08:21:19.361573Z,,1815.191,379.001,-22.765,-179.319,-0.058,59.391,,,1.671
2026-01-08T08:21:19.381573Z,2026-01-08T08:21:19.381573Z,,1815.534,379.41,-22.879,-179.431,-0.23,59.463,,,1.505
2026-01-08T08:21:19.401573Z,2026-01-08T08:21:19.401573Z,,1815.523,379.97,-22.464,-179.332,-0.22,59.418,,,1.67
2026-01-08T08:21:19.421573Z,2026-01-08T08:21:19.421573Z,,1815.92,379.266,-22.024,-179.312,-0.214,59.385,,,1.693
2026-01-08T08:21:19.441573Z,2026-01-08T08:21:19.441573Z,,1815.687,379.05,-22.752,-179.442,-0.195,59.485,,,1.697
2026-01-08T08:21:19.461573Z,2026-01-08T08:21:19.461573Z,,1815.964,379.246,-22.002,-179.404,-0.039,59.353,,,1.698
2026-01-08T08:21:19.481573Z,2026-01-08T08:21:19.481573Z,,1815.979,379.818,-22.282,-179.477,-0.135,59.485,,,1.656
2026-01-08T08:21:19.501573Z,2026-01-08T08:21:19.501573Z,,1815.29,379.883,-22.477,-179.475,-0.106,59.488,,,1.501
2026-01-08T08:21:19.521573Z,2026-01-08T08:21:19.521573Z,,1815.988,379.611,-22.802,-179.292,-0.113,59.383,,,1.563
2026-01-08T08:21:19.541573Z,2026-01-08T08:21:19.541573Z,,1815.665,379.795,-22.989,-179.335,-0.112,59.433,,,1.538
2026-01-08T08:21:19.561573Z,2026-01-08T08:21:19.561573Z,,1815.477,379.439,-22.403,-179.382,-0.202,59.4,,,1.616
2026-01-08T08:21:19.581573Z,2026-01-08T08:21:19.581573Z,,1815.848,379.661,-22.173,-179.357,-0.152,59.453,,,1.564
2026-01-08T08:21:19.601573Z,2026-01-08T08:21:19.601573Z,,1815.095,379.903,-22.918,-179.423,-0.108,59.327,,,1.504
2026-01-08T08:21:19.621573Z,2026-01-08T08:21:19.621573Z,,1815.298,379.329,-22.112,-179.409,-0.138,59.446,,,1.571
2026-01-08T08:21:19.641573Z,2026-01-08T08:21:19.641573Z,,1815.093,379.748,-22.789,-179.379,-0.165,59.383,,,1.556
2026-01-08T08:21:19.661573Z,2026-01-08T08:21:19.661573Z,,1815.831,379.589,-22.354,-179.293,-0.127,59.315,,,1.666
2026-01-08T08:21:19.681573Z,2026-01-08T08:21:19.681573Z,,1815.72,379.74,-22.882,-179.43,-0.135,59.482,,,1.52
2026-01-08T08:21:19.701573Z,2026-01-08T08:21:19.701573Z,,1815.397,379.913,-22.511,-179.321,-0.22,59.416,,,1.551
2026-01-08T08:21:19.721573Z,2026-01-08T08:21:19.721573Z,,1815.762,379.64,-22.467,-179.475,-0.16,59.315,,,1.647
2026-01-08T08:21:19.741573Z,2026-01-08T08:21:19.741573Z,,1815.067,379.237,-22.824,-179.439,-0.073,59.34,,,1.682
2026-01-08T08:21:19.761573Z,2026-01-08T08:21:19.761573Z,,1815.79,379.857,-22.678,-179.383,-0.158,59.473,,,1.589
2026-01-08T08:21:19.781573Z,2026-01-08T08:21:19.781573Z,,1815.923,379.988,-22.045,-179.352,-0.219,59.337,,,1.616
2026-01-08T08:21:19.801573Z,2026-01-08T08:21:19.801573Z,,1815.467,379.297,-22.842,-179.408,-0.146,59.385,,,1.565
2026-01-08T08:21:19.821573Z,2026-01-08T08:21:19.821573Z,,1815.629,379.334,-22.148,-179.37,-0.136,59.368,,,1.625
2026-01-08T08:21:19.841573Z,2026-01-08T08:21:19.841573Z,,1815.699,379.992,-22.463,-179.309,-0.03,59.324,,,1.615
2026-01-08T08:21:19.861573Z,2026-01-08T08:21:19.861573Z,,1815.194,379.335,-22.905,-179.299,-0.226,59.414,,,1.575
2026-01-08T08:21:19.881573Z,2026-01-08T08:21:19.881573Z,,1815.296,379.775,-22.698,-179.309,-0.063,59.416,,,1.548
2026-01-08T08:21:19.901573Z,2026-01-08T08:21:19.901573Z,,1815.181,379.215,-22.134,-179.447,-0.075,59.339,,,1.642
2026-01-08T08:21:19.921573Z,2026-01-08T08:21:19.921573Z,,1815.494,379.78,-22.292,-179.354,-0.089,59.438,,,1.691
2026-01-08T08:21:19.941573Z,2026-01-08T08:21:19.941573Z,,1815.328,379.171,-22.704,-179.352,-0.085,59.384,,,1.528
2026-01-08T08:21:19.961573Z,2026-01-08T08:21:19.961573Z,,1815.614,379.842,-22.553,-179.416,-0.127,59.334,,,1.527
2026-01-08T08:21:19.981573Z,2026-01-08T08:21:19.981573Z,,1815.608,379.435,-22.577,-179.293,-0.19,59.335,,,1.537
2026-01-08T08:21:20.001573Z,2026-01-08T08:21:20.001573Z,,1815.169,379.442,-22.445,-179.376,-0.109,59.397,,,1.574
2026-01-08T08:21:20.021573Z,2026-01-08T08:21:20.021573Z,,1815.961,379.772,-22.996,-179.374,-0.097,59.33,,,1.607
2026-01-08T08:21:20.041573Z,2026-01-08T08:21:20.041573Z,,1815.97,379.576,-22.888,-179.455,-0.209,59.445,,,1.504
2026-01-08T08:21:20.061573Z,2026-01-08T08:21:20.061573Z,,1815.058,379.243,-22.676,-179.39,-0.17,59.42,,,1.641
2026-01-08T08:21:20.081573Z,2026-01-08T08:21:20.081573Z,,1815.635,379.678,-22.589,-179.453,-0.112,59.432,,,1.517
2026-01-08T08:21:20.101573Z,2026-01-08T08:21:20.101573Z,,1815.383,379.601,-22.185,-179.401,-0.197,59.456,,,1.673
2026-01-08T08:21:20.121573Z,2026-01-08T08:21:20.121573Z,,1815.58,379.319,-22.811,-179.389,-0.171,59.404,,,1.596
2026-01-08T08:21:20.141573Z,2026-01-08T08:21:20.141573Z,,1815.994,379.258,-22.602,-179.453,-0.186,59.476,,,1.66
2026-01-08T08:21:20.161573Z,2026-01-08T08:21:20.161573Z,,1815.635,379.944,-22.258,-179.463,-0.15,59.477,,,1.667
2026-01-08T08:21:20.181573Z,2026-01-08T08:21:20.181573Z,,1815.183,379.761,-22.934,-179.346,-0.222,59.312,,,1.546
2026-01-08T08:21:20.201573Z,2026-01-08T08:21:20.201573Z,,1815.051,379.34,-22.192,-179.439,-0.195,59.379,,,1.668
2026-01-08T08:21:20.221573Z,2026-01-08T08:21:20.221573Z,,1815.116,379.299,-22.339,-179.435,-0.128,59.456,,,1.602
2026-01-08T08:21:20.241573Z,2026-01-08T08:21:20.241573Z,,1815.934,379.687,-22.573,-179.326,-0.224,59.421,,,1.572
2026-01-08T08:21:20.261573Z,2026-01-08T08:21:20.261573Z,,1815.421,379.508,-22.956,-179.367,-0.11,59.307,,,1.612
2026-01-08T08:21:20.281573Z,2026-01-08T08:21:20.281573Z,,1815.004,379.826,-22.216,-179.466,-0.13,59.46,,,1.607
2026-01-08T08:21:20.301573Z,2026-01-08T08:21:20.301573Z,,1815.106,379.506,-22.246,-179.432,-0.155,59.447,,,1.522
2026-01-08T08:21:20.321573Z,2026-01-08T08:21:20.321573Z,,1815.72,379.987,-22.367,-179.377,-0.132,59.468,,,1.58
2026-01-08T08:21:20.341573Z,2026-01-08T08:21:20.341573Z,,1815.326,379.183,-22.252,-179.428,-0.078,59.47,,,1.617
2026-01-08T08:21:20.361573Z,2026-01-08T08:21:20.361573Z,,1815.649,379.982,-22.899,-179.332,-0.185,59.396,,,1.693
2026-01-08T08:21:20.381573Z,2026-01-08T08:21:20.381573Z,,1815.459,379.108,-22.356,-179.343,-0.148,59.446,,,1.563
2026-01-08T08:21:20.401573Z,2026-01-08T08:21:20.401573Z,,1815.772,379.049,-22.221,-179.431,-0.166,59.374,,,1.503
2026-01-08T08:21:20.421573Z,2026-01-08T08:21:20.421573Z,,1815.469,379.427,-22.234,-179.412,-0.125,59.394,,,1.633
2026-01-08T08:21:20.441573Z,2026-01-08T08:21:20.441573Z,,1815.856,379.654,-22.458,-179.442,-0.199,59.369,,,1.625
2026-01-08T08:21:20.461573Z,2026-01-08T08:21:20.461573Z,,1815.205,379.674,-22.346,-179.35,-0.163,59.42,,,1.572
2026-01-08T08:21:20.481573Z,2026-01-08T08:21:20.481573Z,,1815.226,379.564,-22.364,-179.425,-0.2,59.447,,,1.597
2026-01-08T08:21:20.501573Z,2026-01-08T08:21:20.501573Z,,1815.474,379.607,-22.784,-179.409,-0.129,59.428,,,1.692
2026-01-08T08:21:20.521573Z,2026-01-08T08:21:20.521573Z,,1815.583,379.429,-22.768,-179.288,-0.144,59.385,,,1.611
2026-01-08T08:21:20.541573Z,2026-01-08T08:21:20.541573Z,,1815.423,379.759,-22.12,-179.303,-0.119,59.415,,,1.573
2026-01-08T08:21:20.561573Z,2026-01-08T08:21:20.561573Z,,1815.982,379.926,-22.837,-179.477,-0.119,59.392,,,1.649
2026-01-08T08:21:20.581573Z,2026-01-08T08:21:20.581573Z,,1815.902,379.81,-22.765,-179.427,-0.125,59.317,,,1.607
2026-01-08T08:21:20.601573Z,2026-01-08T08:21:20.601573Z,,1815.091,379.484,-22.407,-179.355,-0.127,59.461,,,1.599
2026-01-08T08:21:20.621573Z,2026-01-08T08:21:20.621573Z,,1815.911,379.596,-22.753,-179.415,-0.221,59.298,,,1.699
2026-01-08T08:21:20.641573Z,2026-01-08T08:21:20.641573Z,,1815.518,379.635,-22.035,-179.308,-0.036,59.295,,,1.676
2026-01-08T08:21:20.661573Z,2026-01-08T08:21:20.661573Z,,1815.729,379.232,-22.407,-179.298,-0.08,59.364,,,1.553
2026-01-08T08:21:20.681573Z,2026-01-08T08:21:20.681573Z,,1815.673,379.024,-22.382,-179.351,-0.181,59.336,,,1.669
2026-01-08T08:21:20.701573Z,2026-01-08T08:21:20.701573Z,,1815.376,379.362,-22.489,-179.408,-0.186,59.408,,,1.614
2026-01-08T08:21:20.721573Z,2026-01-08T08:21:20.721573Z,,1815.715,379.911,-22.805,-179.319,-0.206,59.464,,,1.534
2026-01-08T08:21:20.741573Z,2026-01-08T08:21:20.741573Z,,1815.59,379.847,-22.318,-179.353,-0.07,59.441,,,1.585
2026-01-08T08:21:20.761573Z,2026-01-08T08:21:20.761573Z,,1815.736,379.171,-22.886,-179.283,-0.083,59.333,,,1.586
2026-01-08T08:21:20.781573Z,2026-01-08T08:21:20.781573Z,,1815.736,379.636,-22.867,-179.381,-0.185,59.365,,,1.608
2026-01-08T08:21:20.801573Z,2026-01-08T08:21:20.801573Z,,1815.318,379.105,-22.358,-179.285,-0.108,59.327,,,1.695
2026-01-08T08:21:20.821573Z,2026-01-08T08:21:20.821573Z,,1815.268,379.371,-22.791,-179.363,-0.113,59.366,,,1.569
2026-01-08T08:21:20.841573Z,2026-01-08T08:21:20.841573Z,,1815.12,379.819,-22.104,-179.322,-0.149,59.313,,,1.683
