sys_time,timestamp,duration,jbi_name,jbi_line,jbi_step,jbi_frame,jbi_tool,jbi_mode,jbi_status
2026-01-08T08:22:29.661573Z,2026-01-08T08:22:29.661573Z,133.6,WALL_SIDE_TO_SIDE_3,37,2,7,8,Manual,Running
2026-01-08T08:22:30.061573Z,2026-01-08T08:22:30.061573Z,133.6,WALL_SIDE_TO_SIDE_3,31,4,7,8,Manual,Running
2026-01-08T08:22:30.461573Z,2026-01-08T08:22:30.461573Z,133.6,WALL_SIDE_TO_SIDE_3,30,0,7,8,Manual,Running
2026-01-08T08:22:30.861573Z,2026-01-08T08:22:30.861573Z,133.6,WALL_SIDE_TO_SIDE_3,38,0,7,8,Manual,Running
2026-01-08T08:22:31.261573Z,2026-01-08T08:22:31.261573Z,133.6,WALL_SIDE_TO_SIDE_3,30,4,7,8,Manual,Running
2026-01-08T08:22:31.661573Z,2026-01-08T08:22:31.661573Z,133.6,WALL_SIDE_TO_SIDE_3,36,0,7,8,Manual,Running
2026-01-08T08:22:32.061573Z,2026-01-08T08:22:32.061573Z,133.6,WALL_SIDE_TO_SIDE_3,31,3,7,8,Manual,Running
2026-01-08T08:22:32.461573Z,2026-01-08T08:22:32.461573Z,133.6,WALL_SIDE_TO_SIDE_3,36,2,7,8,Manual,Running
2026-01-08T08:22:32.861573Z,2026-01-08T08:22:32.861573Z,133.6,WALL_SIDE_TO_SIDE_3,32,1,7,8,Manual,Running
2026-01-08T08:22:33.261573Z,2026-01-08T08:22:33.261573Z,133.6,WALL_SIDE_TO_SIDE_3,37,0,7,8,Manual,Running
2026-01-08T08:22:33.661573Z,2026-01-08T08:22:33.661573Z,133.6,WALL_SIDE_TO_SIDE_3,38,0,7,8,Manual,Running
2026-01-08T08:22:34.061573Z,2026-01-08T08:22:34.061573Z,133.6,WALL_SIDE_TO_SIDE_3,33,0,7,8,Manual,Running
2026-01-08T08:22:34.461573Z,2026-01-08T08:22:34.461573Z,133.6,WALL_SIDE_TO_SIDE_3,31,3,7,8,Manual,Running
